epoch,train_loss,val_acc,val_recall,val_f1,val_auc,epoch_time_sec
1,0.32680431854879033,1.0,1.0,1.0,1.0,87.4836368560791
2,0.15643087475207346,0.9607843137254902,0.7894736842105263,0.8823529411764706,1.0,64.48874855041504
3,0.16194915886454542,0.9803921568627451,0.8947368421052632,0.9444444444444444,1.0,62.4156711101532
4,0.11843338593326766,1.0,1.0,1.0,1.0,64.14773082733154
5,0.11736836581779965,1.0,1.0,1.0,1.0,63.99420785903931
6,0.11235193260142516,1.0,1.0,1.0,1.0,63.563472509384155
